"FA" "MA" "Math" "SCIE" "READ"
"150099" 1 1 641.154 646.904 559.858
"150100" 1 NA 587.48 617.902 450.028
"150101" 1 NA 557.106 573.238 610.558
"150102" 1 NA 538.798 532.49 481.614
"150103" 1 1 557.726 563.54 528.654
"150104" 0 0 604.464 586.104 564.266
"150105" 0 0 547.366 548.992 577.67
"150106" 1 1 613.344 624.058 619.932
"150107" 1 1 587.328 600.838 600.39
"150108" 1 1 465.654 494.908 468.146
"150109" 0 1 593.326 598.134 579.578
"150110" 1 1 634.686 651.75 646.386
"150111" 0 1 580.86 600.84 605.154
"150112" 1 1 590.598 599.066 566.788
"150113" 0 1 554.768 580.79 595.78
"150114" NA NA 606.332 591.14 542.942
"150115" 1 1 596.128 607.926 592.762
"150116" 1 1 645.668 624.338 586.554
"150117" NA NA 643.878 664.996 593.528
"150118" 1 1 556.946 558.318 571.392
"150119" 1 NA 527.192 533.982 468.468
"150120" 1 0 575.876 564.192 602.852
"150121" 1 1 626.43 604.944 554.408
"150122" 0 1 790.084 770.084 678.506
"150123" 0 1 633.828 657.348 604.912
"150124" 1 0 547.758 593.098 593.636
"150125" 1 NA 640.684 648.958 617.822
"150126" 1 0 609.606 616.878 583.152
"150127" 0 1 636.712 654.644 672.996
"150128" NA 1 458.414 477.378 465.58
"150129" 1 0 563.18 535.192 535.41
"150130" 0 1 579.618 591.328 545.416
"150131" 1 1 589.978 569.976 541.128
"150132" 1 1 669.736 628.254 582.434
"150133" 1 1 722.16 690.45 630.646
"150134" NA 1 641.228 678.42 602.826
"150135" NA 1 592.548 569.602 609.126
"150136" NA NA 551.34 558.132 489.23
"150137" 1 1 607.422 608.394 539.176
"150138" 0 0 593.868 600.468 598.8
"150139" 0 0 629.546 643.172 644.004
"150140" 1 1 658.834 619.582 570.922
"150141" 1 1 698.326 715.44 625.834
"150142" 1 0 580.628 602.704 577.352
"150143" 0 0 625.106 609.694 612.622
"150144" 1 0 568.322 575.848 509.912
"150145" 0 0 661.714 633.85 586.794
"150146" 0 1 602.908 606.62 594.906
"150147" 1 1 683.602 679.82 628.51
"150148" 0 0 554.844 540.598 511.76
"150149" 1 1 579.07 604.29 585.534
"150150" 0 0 722.162 718.52 665.61
"150151" 0 0 630.792 597.108 625.412
"150152" 1 1 588.338 608.114 528.912
"150153" 1 0 632.194 611.374 589.426
"150154" 0 0 565.594 516.076 576.002
"150155" 1 1 483.26 508.522 526.19
"150156" 0 0 647.072 638.606 642.174
"150157" 1 1 635.31 624.898 558.816
"150158" 0 1 629.39 626.2 602.694
"150159" 1 1 536.462 537.428 451.312
"150160" 1 0 604.462 618.462 626.762
"150161" 1 0 618.64 650.26 617.23
"150162" 0 0 572.528 568.578 577.112
"150163" 1 1 626.352 624.246 629.86
"150164" 1 1 581.56 612.03 601.5
"150165" 1 NA 638.502 615.106 619.294
"150166" 1 1 616.146 628.254 574.688
"150167" 1 1 717.02 730.64 610.364
"150168" 1 1 645.902 629.466 579.66
"150169" 1 0 651.588 637.394 608.092
"150170" 1 1 567.388 566.524 523.784
"150171" 1 0 615.526 619.676 609.684
"150172" 1 0 670.364 653.15 608.116
"150173" 0 0 532.256 531.462 536.52
"150174" 0 0 507.408 479.15 489.73
"150175" 1 0 659.066 621.352 621.76
"150176" 1 1 595.27 633.85 628.51
"150177" 1 0 593.168 585.64 573.856
"150178" 1 1 556.404 612.962 583.15
"150179" 0 0 605.24 652.686 640.35
"150180" 1 0 602.362 605.318 572.206
"150181" 1 0 592.934 617.158 577.334
"150182" 1 1 636.088 608.858 536.452
"150183" NA 1 520.96 535.844 555.108
"150184" 1 1 633.516 611.75 543.102
"150185" 1 0 580.004 605.316 584.184
"150186" 1 0 669.66 715.07 691.268
"150187" 1 1 623.936 631.984 650.358
"150188" 0 0 601.426 608.112 562.904
"150189" 0 0 610.228 639.538 623.508
"150190" 0 0 716.396 702.294 614.454
"150191" 1 0 615.836 582 604.122
"150192" 0 1 647.228 608.674 603.726
"150193" 0 1 692.794 730.176 637.46
"150194" 1 0 703.702 680.662 636.018
"150195" 1 0 618.638 660.52 664.02
"150196" 1 1 638.58 657.534 645.59
"150197" 0 1 556.248 549.924 560.824
"150198" 0 0 594.806 588.812 604.282
"150199" 1 0 617.082 607.922 563.624
"150200" 0 0 459.58 479.336 447.704
"150201" 1 1 631.962 696.512 679.828
"150202" 1 0 552.588 548.808 500.374
"150203" NA 0 584.056 584.798 526.266
"150204" 1 1 548.38 600.468 545.588
"150205" NA NA 548.46 602.982 575.762
"150206" 0 0 542.15 539.484 506.064
"150207" 0 1 565.13 605.316 502.78
"150208" 1 NA 530.462 567.362 574.412
"150209" 1 1 660.936 702.294 676.892
"150210" 1 1 577.822 574.916 550.638
"150211" 1 0 567.152 610.726 573.062
"150212" 1 1 567.852 630.026 549.598
"150213" 1 1 641.54 642.8 595.292
"150214" 0 0 531.864 569.138 469.83
"150215" 0 1 681.732 671.428 614.852
"150216" 1 1 556.716 564.566 620.644
"150217" 1 0 543.084 531.836 543.512
"150218" NA NA 626.196 664.902 588.558
"150219" 1 1 633.284 640.938 580.784
"150220" 1 1 550.796 597.296 569.962
"150221" 0 0 603.842 615.944 638.124
"150222" 1 0 561.31 610.258 563.866
"150223" NA NA 500.396 536.218 527.144
"150224" 1 0 520.494 581.818 572.044
"150225" 1 1 530.306 549.182 540.728
"150226" 1 0 548.302 536.032 518.886
"150227" 1 1 595.896 592.82 554.166
"150228" 0 0 570.968 563.076 576.638
"150229" 1 NA 611.396 641.682 594.652
"150230" 0 0 554.768 576.688 617.232
"150231" 1 0 654.628 669.098 665.37
"150232" 0 0 599.166 617.808 586.804
"150233" NA NA 625.34 634.69 604.592
"150234" 1 1 605.788 611.562 573.568
"150235" NA NA 492.45 562.422 564.002
"150236" NA NA 633.516 646.25 593.528
"150237" NA NA 558.974 592.82 559.136
"150238" NA NA 519.48 534.444 505.184
"150239" 0 0 650.734 656.322 567.154
"150240" 1 0 614.2 630.12 630.498
"150241" 0 1 549.782 589.834 603.012
"150242" 0 0 636.864 670.124 621.746
"150243" 1 1 601.894 640.284 592.844
"150244" 1 1 613.578 606.246 562.662
"150245" 1 1 647.306 630.492 588.318
"150246" NA NA 577.432 555.986 559.774
"150247" 1 1 525.792 552.632 565.228
"150248" NA NA 551.888 559.622 542.478
"150249" NA 1 471.886 425.716 476.862
"150250" NA 1 637.258 640.564 685.23
"150251" 1 1 668.802 689.336 716.528
"150252" 0 0 636.246 617.622 648.53
"150253" 0 1 645.436 591.514 612.526
"150254" 1 1 710.556 696.232 715.578
"150255" 1 NA 556.872 551.138 609.366
"150256" 1 1 620.042 572.864 559.058
"150257" 1 1 722.63 670.308 639.704
"150258" 1 1 645.592 648.954 604.028
"150259" 0 0 617.782 628.068 598.66
"150260" 1 1 613.344 617.902 633.532
"150261" 1 1 637.724 602.144 630.18
"150262" 1 0 598.698 580.884 565.834
"150263" NA NA 682.904 653.618 652.978
"150264" 1 1 543.706 488.942 583.706
"150265" 1 1 496.97 537.992 530.72
"150266" 1 1 568.632 544.796 530.324
"150267" NA NA 513.25 536.218 554.156
"150268" 1 0 514.576 506.846 484.58
"150269" 1 1 512.312 519.34 558.922
"150270" 0 0 529.688 505.634 480.194
"150271" 1 1 584.91 590.396 563.708
"150272" 1 0 602.594 642.896 546.55
"150273" 1 1 520.962 535.192 511.6
"150274" 0 0 616.538 583.402 607.538
"150275" 0 1 575.642 612.96 639.714
"150276" 0 1 611.242 593.938 542.864
"150277" 1 1 593.868 515.704 556.14
"150278" 1 1 628.844 598.226 564.908
"150279" 0 0 643.566 619.862 558.816
"150280" 1 NA 535.214 534.074 459.97
"150281" 0 0 658.988 654.454 604.752
"150282" 0 1 671.92 653.246 672.362
"150283" 0 0 661.014 631.612 626.048
"150284" 1 1 611.788 584.708 532.444
"150285" NA NA 635.31 631.052 627.4
"150286" 1 NA 609.684 583.028 585.774
"150287" NA NA 556.402 567.084 566.15
"150288" 1 1 649.02 602.144 595.386
"150289" 1 0 542.306 510.108 522.822
"150290" NA NA 554.532 517.38 581.402
"150291" 1 1 580.782 591.328 574.016
"150292" NA NA 496.658 518.128 465.904
"150293" 1 1 538.254 520.18 514.116
"150294" 0 0 569.022 606.34 617.628
"150295" 1 1 615.6 649.89 586.15
"150296" 1 0 613.964 633.194 577.898
"150297" 1 NA 564.346 625.642 633.356
"150298" 1 0 659.614 673.762 588.158
"150299" 0 0 508.734 613.708 613.894
"150300" 1 1 658.834 713.578 637.94
"150301" NA NA 604.774 633.848 559.538
"150302" NA NA 600.26 633.29 638.918
"150303" NA NA 631.102 655.948 646.464
"150304" 1 NA 644.11 653.71 594.408
"150305" 1 0 623.314 673.388 642.174
"150306" 1 NA 616.536 666.95 638.36
"150307" 1 1 626.894 638.512 628.904
"150308" 1 0 649.716 690.172 646.624
"150309" 1 1 589.972 636.178 628.114
"150310" NA NA 653.772 655.11 579.34
"150311" 1 0 595.272 632.542 629.306
"150312" 1 1 501.02 497.706 501.01
"150313" 0 0 477.496 546.754 519.678
"150314" 1 0 559.206 584.15 546.844
"150315" 0 0 626.116 653.99 602.268
"150316" 0 0 565.05 562.982 581.022
"150317" 1 0 493.776 495.56 509.192
"150318" 1 1 571.434 614.268 615.894
"150319" 1 1 645.516 579.58 618.502
"150320" 1 0 632.194 603.73 625.492
"150321" 1 1 545.652 514.956 544.708
"150322" 1 1 627.676 635.344 628.482
"150323" 1 1 575.878 544.05 583.07
"150324" 0 1 523.142 550.862 612.702
"150325" 1 1 633.986 659.962 652.052
"150326" 0 0 613.342 598.694 601.946
"150327" 0 1 579.148 540.044 582.832
"150328" 0 0 635.622 611.096 597.778
"150329" 1 1 603.608 587.972 629.462
"150330" 1 1 603.84 601.494 640.346
"150331" 1 NA 650.732 614.08 607.958
"150332" 1 0 673.474 683.832 607.398
"150333" 1 1 595.738 566.992 640.106
"150334" 0 0 486.064 518.128 541.366
"150335" 1 0 589.82 545.452 571.802
"150336" 1 0 506.24 526.986 549.708
"150337" 1 1 566.762 594.406 541.444
"150338" 1 0 561.31 540.23 513.52
"150339" 1 NA 589.04 600.09 577.254
"150340" NA 0 523.608 457.888 538.186
"150341" 1 0 560.918 500.134 559.16
"150342" 1 1 672.23 641.126 618.46
"150343" 1 1 648.786 611.656 583.586
"150344" NA 0 622.224 593.75 592.566
"150345" NA NA 507.486 457.702 525.794
"150346" 1 1 550.56 533.14 587.998
"150347" 1 1 621.834 569.042 608.65
"150348" 1 1 696.456 657.72 660.468
"150349" 0 0 682.98 619.86 628.082
"150350" 0 0 702.064 675.996 626.558
"150351" 1 1 624.092 605.78 579.258
"150352" 0 0 703.388 659.028 659.65
"150353" NA NA 548.536 485.584 551.214
"150354" 1 1 605.864 552.258 609.922
"150355" 1 1 569.644 545.728 576
"150356" 0 0 599.946 555.706 594.512
"150357" 1 1 614.746 576.968 630.814
"150358" 1 0 599.01 584.894 580.21
"150359" NA NA 607.268 606.992 603.548
"150360" 1 1 647.382 617.998 625.966
"150361" 0 0 626.118 574.264 573.728
"150362" 1 0 571.126 584.52 552.726
"150363" 1 0 586.314 559.158 539.574
"150364" NA NA 598.776 590.77 515.926
"150365" 1 NA 530.776 553.376 471.594
"150366" NA NA 566.064 566.898 454.28
"150367" NA 0 646.37 636.088 575.652
"150368" 0 0 610.772 608.114 536.288
"150369" 1 1 653.536 671.616 585.99
"150370" 1 1 586.86 564.474 504.062
"150371" 1 0 594.962 616.69 578.702
"150372" 1 1 600.416 603.172 536.93
"150373" 1 1 690.068 685.042 658.706
"150374" 1 1 559.128 622.472 586.884
"150375" 1 1 647.226 699.404 651.25
"150376" 1 1 614.588 617.438 604.76
"150377" 1 1 644.578 627.138 581.984
"150378" 0 0 550.248 544.238 505.746
"150379" 0 0 643.954 629.56 578.536
"150380" 1 0 599.166 564.474 523.384
"150381" 1 1 672.698 739.128 640.184
"150382" NA NA 483.262 510.762 492.508
"150383" NA NA 555.078 607.366 593.162
"150384" 1 1 483.728 509.454 521.426
"150385" 1 1 605.632 605.222 609.922
"150386" 1 NA 549.472 561.116 538.454
"150387" 0 0 565.05 527.362 510.234
"150388" 1 1 590.52 642.988 620.408
"150389" 1 1 593.17 545.544 591.81
"150390" 1 NA 627.208 664.994 644.954
"150391" 1 1 673.866 684.014 668.71
"150392" 1 1 680.332 657.066 683.246
"150393" 1 1 623.548 589.648 585.112
"150394" 1 1 667.248 665.74 580.946
"150395" 1 1 635.852 625.27 632.006
"150396" 1 0 613.81 560.838 540.618
"150397" 1 0 583.9 574.358 578.94
"150398" 1 1 625.184 563.446 601.184
"150399" 1 1 605.476 599.07 562.662
"150400" 1 1 704.014 707.326 656.378
"150401" 1 1 590.368 566.99 518.17
"150402" 1 1 590.754 591.702 612.544
"150403" 1 1 594.728 528.664 521.86
"150404" 0 0 674.724 657.254 615.882
"150405" NA NA 626.118 592.168 550.876
"150406" 1 0 658.366 656.974 608.758
"150407" 0 0 575.642 577.714 515.686
"150408" NA NA 582.186 592.54 574.492
"150409" NA NA 560.142 548.526 583.944
"150410" 0 0 564.736 557.012 585.294
"150411" 1 1 617.784 564.752 529.636
"150412" 1 1 565.048 590.674 576.478
"150413" 1 0 575.098 568.202 542.462
"150414" NA NA 526.102 477.934 502.44
"150415" 1 0 595.272 597.856 509.754
"150416" 1 1 632.74 612.122 573.888
"150417" 1 1 585.924 584.242 634.868
"150418" 1 NA 631.024 646.252 612.148
"150419" 1 1 676.592 679.354 661.16
"150420" 1 NA 591.612 596.55 542.06
"150421" 1 1 672.074 634.312 570.04
"150422" 1 0 707.206 733.068 651.328
"150423" 1 1 634.218 623.78 569.878
"150424" 0 0 692.56 730.64 636.016
"150425" 1 1 609.606 623.686 554.408
"150426" 0 0 644.346 649.328 614.052
"150427" 0 0 650.732 657.348 638.916
"150428" 0 1 592.936 556.268 581.958
"150429" 0 0 506.394 488.474 477.576
"150430" 1 1 661.326 648.582 662.91
"150431" 0 0 600.18 567.83 522.98
"150432" 1 1 653.304 667.232 657.904
"150433" 1 1 649.174 640.658 594.332
"150434" 1 1 537.63 535.098 481.934
"150435" 1 1 540.744 539.856 537.312
"150436" 0 0 559.754 585.732 581.244
"150437" 1 1 613.42 617.81 638.998
"150438" 0 1 684.07 641.402 631.446
"150439" 1 1 623.702 644.104 567.956
"150440" 0 0 569.256 591.516 583.944
"150441" 1 1 623.702 660.146 646.782
"150442" 1 1 670.204 697.162 652.818
"150443" 1 0 694.664 648.398 603.63
"150444" 0 0 597.762 599.532 562.182
"150445" 0 1 667.556 674.04 627.2
"150446" 0 0 617.47 616.038 629.864
"150447" 1 1 617.082 596.55 610.24
"150448" 1 1 657.51 652.964 616.938
"150449" 1 1 695.598 683.272 683.724
"150450" 1 1 612.876 599.066 616.516
"150451" 1 1 585.224 558.318 598.084
"150452" 0 1 550.716 578.834 545.83
"150453" 0 1 547.056 532.952 463.978
"150454" 1 NA 630.636 639.91 605.074
"150455" NA NA 625.728 643.452 664.178
"150456" 0 1 624.872 616.692 554.248
"150457" 0 0 630.87 646.81 615.64
"150458" 1 1 649.952 636.46 646.86
"150459" NA 0 408.562 421.8 433.166
"150460" 1 1 616.772 598.042 624.394
"150461" 1 0 597.998 646.904 579.578
"150462" NA 1 525.48 575.756 623.268
"150463" 1 1 620.898 679.82 636.82
"150464" 1 NA 597.766 596.176 561.862
"150465" 1 1 533.97 578.27 583.104
"150466" 1 1 550.64 642.428 575.57
"150467" 1 1 644.5 662.662 637.09
"150468" 1 1 561.62 594.312 568.998
"150469" 1 1 696.534 753.208 714.34
"150470" 1 1 572.37 610.816 707.632
"150471" 1 1 513.094 529.13 542.462
"150472" NA NA 654.626 690.17 660.388
"150473" NA 1 635.7 638.606 619.66
"150474" NA NA 651.51 653.618 611.726
"150475" 1 1 648.474 675.252 706.36
"150476" 0 1 583.588 581.254 546.05
"150477" 1 1 543.862 617.25 629.226
"150478" 1 1 572.528 574.076 601.82
"150479" 1 1 633.05 622.192 669.74
"150480" 1 NA 494.79 510.48 499.492
"150481" 1 0 605.476 631.424 618.74
"150482" 1 0 628.456 629.932 599.222
"150483" NA NA 496.97 533.7 545.892
"150484" 1 0 538.954 534.726 547.322
"150485" NA NA 551.806 543.4 614.766
"150486" NA NA 393.92 386.926 426.892
"150487" NA NA 526.882 541.254 538.426
"150488" 0 1 558.66 522.884 542.396
"150489" NA NA 524.698 512.44 534.532
"150490" 1 1 619.574 651.008 686.58
"150491" NA NA 571.982 548.992 579.1
"150492" NA NA 555.234 545.918 613.18
"150493" NA 0 514.654 467.12 516.9
"150494" 0 1 633.13 610.724 581.262
"150495" NA NA 604.308 603.168 563.388
"150496" NA NA 605.24 578.272 615.006
"150497" NA NA 513.484 477.94 497.038
"150498" 1 1 473.678 453.878 490.442
"150499" NA NA 491.052 466.096 495.448
"150500" NA NA 591.536 579.018 591.364
"150501" 1 1 453.816 439.238 436.078
"150502" 1 1 537.244 490.34 539.458
"150503" NA NA 546.51 577.714 576.534
"150504" NA NA 532.878 511.972 487.386
"150505" 1 1 538.566 636.924 572.524
"150506" 1 1 611.474 624.336 568.196
"150507" NA NA 519.248 559.436 569.486
"150508" NA 1 601.816 633.568 621.584
"150509" 0 1 574.942 569.788 577.254
"150510" 1 1 551.65 560.556 561.624
"150511" 0 0 649.486 640.192 617.26
"150512" 1 1 608.512 621.728 585.75
"150513" 1 0 597.764 609.51 656.156
"150514" NA NA 573.854 597.76 574.688
"150515" 0 0 520.184 545.636 590.38
"150516" NA NA 564.348 596.27 574.608
"150517" 1 1 674.88 664.806 641.87
"150518" NA NA 617.94 626.764 590.16
"150519" 0 0 513.952 532.302 581.242
"150520" 1 NA 553.13 576.97 558.816
"150521" NA NA 540.124 550.484 507.028
"150522" 1 0 559.986 624.432 624.698
"150523" 1 1 560.374 590.58 591.044
"150524" 1 1 620.274 653.618 637.726
"150525" NA NA 438.082 460.872 494.652
"150526" 1 NA 630.402 647.464 632.888
"150527" NA NA 518.624 533.516 501.576
"150528" 1 1 598.776 623.592 551.68
"150529" 0 0 478.042 490.616 450.51
"150530" NA 1 532.8 599.068 593.874
"150531" 1 1 551.806 506.658 446.75
"150532" NA NA 630.636 638.512 574.69
"150533" NA NA 539.578 530.158 493.638
"150534" 0 1 611.472 645.318 663.626
"150535" 0 0 598.544 584.24 649.8
"150536" 1 1 514.264 516.918 567.262
"150537" 1 1 563.492 605.408 631.054
"150538" 1 1 591.768 606.716 623.914
"150539" NA NA 518.78 549.738 537.092
"150540" 1 1 615.134 647.93 636.658
"150541" NA NA 561.934 578.088 627.318
"150542" 0 0 489.882 490.43 509.194
"150543" NA NA 500.864 519.62 548.196
"150544" 1 1 656.732 663.316 669.264
"150545" 0 0 545.264 505.914 509.112
"150546" 1 1 507.252 505.262 543.508
"150547" NA NA 497.36 481.758 510.074
"150548" NA 0 461.45 506.658 573.38
"150549" NA NA 509.666 460.5 503.58
"150550" 0 0 591.222 612.588 625.996
"150551" 0 0 528.36 543.77 547.8
"150552" 1 1 423.282 396.532 441.13
"150553" NA NA 488.48 529.97 526.748
"150554" 1 1 574.788 548.992 459.408
"150555" NA NA 650.11 598.042 574.048
"150556" 1 0 696.144 648.582 664.896
"150557" NA NA 626.428 596.27 628.432
"150558" 0 1 709.232 627.694 679.432
"150559" 0 1 633.906 625.08 699.292
"150560" 1 1 755.5 712.176 709.222
"150561" 0 1 602.126 586.2 569.566
"150562" 1 0 685.162 626.016 563.064
"150563" 1 1 708.528 700.8 617.336
"150564" 1 0 707.752 619.77 569.156
"150565" 1 1 605.32 568.482 628.43
"150566" 0 NA 649.952 636.648 622.068
"150567" NA NA 640.526 602.05 541.74
"150568" 0 0 729.248 659.214 617.818
"150569" 1 0 656.574 644.666 624.952
"150570" 1 1 551.806 556.268 559.002
"150571" 1 1 623.234 589.65 519.134
"150572" 0 0 571.28 529.874 530.96
"150573" 1 0 664.754 648.21 592.726
"150574" 0 1 627.52 595.244 559.778
"150575" 1 1 682.046 664.154 625.594
"150576" 1 1 551.416 483.998 555.664
"150577" NA 1 633.906 613.522 624.856
"150578" 1 1 626.042 557.478 562.104
"150579" NA NA 384.414 459.288 382.046
"150580" NA NA 431.382 502.648 430.308
"150581" NA NA 396.488 423.946 348.858
"150582" 1 0 589.196 633.104 584.87
"150583" 1 1 572.528 582.75 540.378
"150584" 0 1 631.882 633.756 570.6
"150585" 1 1 580.24 657.626 595.534
"150586" 1 0 495.722 563.54 619.136
"150587" 1 1 582.73 631.89 556.492
"150588" 1 1 529.218 561.116 602.376
"150589" 1 1 408.17 503.956 488.142
"150590" 1 1 457.01 495.84 494.202
"150591" NA NA 611.318 634.594 600.424
"150592" 1 1 500.242 550.114 520.974
"150593" NA 1 451.014 475.794 451.36
"150594" NA NA 380.986 447.446 376.678
"150595" NA NA 481.858 521.39 471.998
"150596" 0 0 396.566 478.03 452.474
"150597" 0 1 401.316 440.824 423.816
"150598" 1 1 292.188 366.41 343.48
"150599" 1 1 467.058 528.012 545.654
"150600" 0 1 418.22 460.218 451.712
"150601" NA 0 577.748 685.88 617.548
"150602" 1 1 566.062 585.454 537.41
"150603" NA 0 416.586 486.514 458.608
"150604" 1 1 516.21 588.718 509.19
"150605" NA 0 493.854 555.988 548.674
"150606" NA 1 492.532 526.054 551.218
"150607" 0 0 546.822 556.64 501.418
"150608" NA 1 550.714 569.412 536.128
"150609" 1 0 603.996 629.934 617.31
"150610" 1 1 613.732 654.176 564.188
"150611" 0 0 452.104 508.058 499.1
"150612" 0 0 538.486 540.04 547.562
"150613" NA 1 522.208 531.464 582.514
"150614" NA NA 560.766 610.91 599.596
"150615" NA 1 555.078 608.578 570.042
"150616" NA NA 463.32 492.112 480.278
"150617" 1 1 564.892 637.02 604.122
"150618" 0 0 543.394 583.776 568.294
"150619" 0 0 617.94 606.154 588.956
"150620" NA NA 459.112 488.38 523.094
"150621" 1 0 522.13 569.694 527.464
"150622" 0 0 452.726 482.508 450.248
"150623" NA NA 539.734 559.344 509.274
"150624" 1 1 517.222 560.554 574.332
"150625" 1 0 529.764 549.46 551.454
"150626" NA NA 455.372 487.168 486.866
"150627" 1 1 514.806 570.442 461.332
"150628" 1 1 498.374 542.84 529.606
"150629" 1 1 437.534 457.236 466.45
"150630" 1 1 580.782 642.148 571.242
"150631" 0 0 469.086 463.482 475.51
"150632" 1 1 590.052 659.306 627.118
"150633" 1 0 401.474 479.616 458.984
"150634" 1 1 415.728 454.25 442.778
"150635" 1 1 528.906 520.926 511.196
"150636" 1 0 530.852 543.768 490.194
"150637" NA NA 451.792 463.394 460.334
"150638" 0 1 450.156 506.47 475.35
"150639" 1 0 448.986 500.222 458.192
"150640" 1 0 564.738 559.622 526.192
"150641" 0 0 555.234 573.052 596.972
"150642" 1 NA 599.48 609.512 606.996
"150643" 1 1 463.866 480.078 498.944
"150644" 1 0 563.334 599.534 598.958
"150645" NA NA 506.24 517.382 520.314
"150646" NA NA 513.328 529.784 497.992
"150647" 1 1 596.674 629.186 596.094
"150648" 1 0 491.986 520.646 405.214
"150649" 0 0 429.75 424.132 376.756
"150650" NA NA 435.592 457.61 415.156
"150651" 1 1 389.008 404.92 383.97
"150652" NA NA 422.426 406.23 411.95
"150653" NA NA 409.26 442.69 500.134
"150654" NA NA 374.444 361.19 421.41
"150655" NA NA 421.572 421.428 463.194
"150656" NA NA 462.774 451.642 459.622
"150657" NA NA 470.642 518.688 531.912
"150658" NA NA 463.632 472.714 494.572
"150659" 1 1 530.776 535.752 568.136
"150660" 1 1 527.738 498.732 507.108
"150661" 0 0 580.004 535.192 585.056
"150662" 1 NA 550.794 551.98 552.724
"150663" 1 1 464.41 479.896 461.494
"150664" 1 1 469.632 454.252 475.112
"150665" 1 0 561.464 512.064 483.778
"150666" NA NA 509.198 509.082 547.48
"150667" 1 1 479.68 463.668 467.246
"150668" 1 NA 434.966 392.148 403.692
"150669" NA NA 394.304 367.718 402.168
"150670" 1 0 482.25 499.384 483.928
"150671" 0 0 413.466 430.38 497.356
"150672" 0 0 499.46 482.882 452.916
"150673" 0 0 493.308 490.338 560.908
"150674" NA NA 425.15 414.342 448.894
"150675" NA NA 435.67 447.354 483.612
"150676" 1 0 413.312 382.732 408.542
"150677" 1 NA 380.052 382.078 382.768
"150678" 1 0 467.838 453.134 503.074
"150679" 0 0 423.204 482.04 480.274
"150680" 0 0 412.532 401.66 417.402
"150681" 1 0 468.148 455.652 476.326
"150682" 0 0 389.708 345.99 422.842
"150683" NA 1 336.352 371.448 419.266
"150684" NA NA 415.024 359.046 351.342
"150685" NA NA 487.234 454.812 410.668
"150686" 0 1 456.466 478.31 498.466
"150687" NA NA 512.782 526.054 471.512
"150688" NA NA 506.784 499.476 442.334
"150689" NA 0 556.792 526.612 508.39
"150690" 1 1 417.674 416.578 476.542
"150691" 1 0 540.748 480.266 478.732
"150692" 1 0 425.698 413.876 484.008
"150693" 1 1 530.154 521.016 501.338
"150694" NA NA 452.726 470.386 429.344
"150695" 0 0 401.316 389.164 347.896
"150696" NA NA 410.742 415.182 477.576
"150697" 1 0 378.026 342.538 324.968
"150698" 1 0 379.586 425.718 332.2
"150699" 1 1 469.862 462.364 411.64
"150700" NA NA 426.788 457.704 468.596
"150701" 1 1 423.594 472.904 432.552
"150702" 0 0 485.674 550.766 498.29
"150703" NA 0 545.73 588.716 544.388
"150704" NA NA 404.042 421.428 334.348
"150705" NA NA 419.698 492.112 521.822
"150706" 1 NA 445.324 468.052 378.84
"150707" 0 0 523.61 605.406 538.692
"150708" 1 0 475.784 531.836 514.434
"150709" NA NA 497.594 502.368 446.422
"150710" 0 0 549.158 592.354 611.512
"150711" NA NA 566.218 578.926 533.962
"150712" NA 1 443.068 484.278 442.302
"150713" 1 0 562.636 597.202 604.202
"150714" NA NA 484.508 528.478 540.412
"150715" 1 1 641.62 664.994 580.38
"150716" 1 NA 496.19 538.084 545.498
"150717" 1 1 536.542 581.818 552.964
"150718" 1 1 554.144 589.836 565.196
"150719" NA NA 433.172 457.052 391.666
"150720" NA NA 562.248 558.412 479.448
"150721" 1 1 384.49 409.678 370.344
"150722" 1 1 463.864 492.578 428.384
"150723" 1 0 475.938 554.96 584.262
"150724" NA 1 342.664 328.924 422.602
"150725" 0 0 432.786 456.864 487.504
"150726" 0 0 403.264 445.114 442.332
"150727" 0 0 333.55 383.104 395.91
"150728" 1 1 487.156 464.51 431.43
"150729" 0 0 459.582 475.14 459.384
"150730" 0 1 585.692 590.118 509.996
"150731" 0 0 479.678 509.456 479.772
"150732" NA NA 489.416 517.476 500.452
"150733" NA NA 536.074 565.684 575.522
"150734" NA NA 605.474 620.606 544.866
"150735" 0 0 460.204 454.812 492.908
"150736" 0 1 534.438 509.83 455.962
"150737" NA 0 507.566 507.124 458.366
"150738" 1 0 580.316 583.124 492.838
"150739" NA NA 516.13 535.378 447.222
"150740" 0 0 522.832 520.928 498.45
"150741" NA 1 454.128 472.064 482.896
"150742" NA 0 495.334 448.098 422.692
"150743" 1 0 482.636 499.852 485.52
"150744" 1 0 451.402 465.722 475.444
"150745" 1 0 444.938 489.314 491.396
"150746" 0 1 395.242 460.218 433.962
"150747" NA NA 443.924 452.574 390.866
"150748" 1 0 609.76 597.296 542.624
"150749" 1 1 485.986 491.552 438.164
"150750" NA NA 506.162 549.178 514.642
"150751" NA 1 314.698 398.118 327.356
"150752" NA NA 443.302 454.16 425.78
"150753" 1 0 509.9 532.392 471.596
"150754" 0 0 487.232 477.376 456.444
"150755" 1 1 595.272 596.83 548.394
"150756" 1 0 652.526 650.074 536.528
"150757" 1 1 470.484 455.558 464.31
"150758" 0 0 550.484 564.846 548.436
"150759" 0 0 503.668 523.536 526.51
"150760" NA NA 496.346 532.582 529.368
"150761" NA NA 493.388 517.102 505.934
"150762" 0 1 608.046 642.334 591.444
