"FA" "MA" "Math" "SCIE" "READ"
"149488" 1 1 322.564 384.874 360.956
"149489" 1 1 433.408 517.94 505.934
"149490" NA NA 366.81 407.256 377.402
"149491" 1 1 518.934 558.132 548.912
"149492" 0 0 459.892 483.346 520.076
"149493" 1 1 520.494 578.924 579.1
"149494" 0 0 546.43 608.58 532.36
"149495" 0 NA 355.514 357.366 303.164
"149496" 0 0 455.14 492.576 490.842
"149497" 1 0 483.106 573.052 567.818
"149498" 0 0 461.606 519.712 506.066
"149499" 1 1 506.006 553.376 557.016
"149500" 0 0 623.704 608.952 611.51
"149501" 1 0 616.614 597.108 573.566
"149502" 1 1 577.28 543.024 503.42
"149503" 1 0 605.708 582.096 552.244
"149504" 1 0 453.114 468.798 492.43
"149505" 1 0 543.784 570.066 554.632
"149506" NA NA 557.416 562.328 509.192
"149507" NA NA 573.772 543.214 529.37
"149508" 0 0 590.444 585.732 615.088
"149509" 1 1 552.43 519.994 558.604
"149510" 0 0 527.194 561.116 593.24
"149511" 1 1 522.596 524.468 552.884
"149512" 0 1 529.84 536.498 539.46
"149513" 0 1 542.848 567.83 554.95
"149514" NA NA 519.404 530.812 521.62
"149515" NA NA 520.262 583.308 566.786
"149516" 0 0 530.466 540.416 517.374
"149517" 1 1 405.914 457.982 466.612
"149518" 0 0 540.746 596.082 525.706
"149519" 0 1 493.852 536.122 482.016
"149520" 1 0 502.89 513.278 518.724
"149521" 1 1 549.238 579.486 551.28
"149522" 1 1 498.916 524.374 515.388
"149523" 1 1 579.694 554.684 576.614
"149524" NA NA 636.79 633.662 619.058
"149525" 1 0 579.07 508.338 505.264
"149526" 1 1 669.506 667.604 644.08
"149527" NA 0 565.674 545.824 528.674
"149528" 0 1 523.144 563.636 558.094
"149529" NA NA 651.668 609.044 617.978
"149530" 1 1 605.008 580.512 609.764
"149531" 1 1 552.974 566.71 591.412
"149532" 1 1 636.244 620.606 621.028
"149533" 1 1 593.326 574.916 561.942
"149534" 1 0 602.594 572.958 516.57
"149535" 1 1 587.014 595.43 646.624
"149536" 1 1 614.902 587.224 643.526
"149537" 1 1 602.904 588.998 626.288
"149538" 1 1 640.216 605.408 633.198
"149539" 1 0 548.534 576.036 586.634
"149540" NA 1 679.162 610.26 577.172
"149541" 1 1 594.806 593.658 554.888
"149542" 1 1 673.944 634.97 592.408
"149543" 1 1 575.252 568.108 579.656
"149544" 1 1 573.616 536.498 535.486
"149545" 1 1 544.25 584.522 572.588
"149546" 0 1 615.292 576.688 534.136
"149547" 1 0 589.976 564.098 547.562
"149548" 1 1 630.714 605.688 580.846
"149549" 1 1 657.2 689.612 559.378
"149550" 0 1 624.248 606.156 537.152
"149551" 1 0 611.164 587.41 547.994
"149552" 1 1 631.57 636.086 599.674
"149553" 0 0 656.964 652.22 632.484
"149554" 1 1 577.122 580.42 509.914
"149555" 1 1 575.798 607.182 604.994
"149556" NA NA 508.89 483.44 400.65
"149557" 1 1 602.128 561.488 540.096
"149558" 1 1 599.554 610.35 600.706
"149559" 1 1 637.024 628.532 607.776
"149560" 1 1 557.648 526.614 529.45
"149561" 1 1 649.952 659.96 661.796
"149562" 1 1 588.494 564.286 560.036
"149563" 0 1 577.204 582.562 582.356
"149564" 0 0 682.356 610.818 566.27
"149565" NA NA 491.284 472.624 497.514
"149566" 1 1 548.848 531.648 445.86
"149567" 0 1 583.276 573.332 586.806
"149568" 1 0 605.786 521.766 445.94
"149569" NA 1 628.766 604.568 570.04
"149570" 0 1 659.534 646.158 603.952
"149571" 1 1 697.78 649.796 617.34
"149572" 1 0 621.368 538.364 510.462
"149573" 1 1 595.428 571.838 532.07
"149574" 1 1 582.654 562.236 621.68
"149575" 1 1 636.088 576.596 573.938
"149576" 1 1 651.356 627.786 668.074
"149577" NA 1 645.046 616.97 645.27
"149578" 1 1 583.276 522.51 586.248
"149579" 1 1 722.628 669.004 642.91
"149580" 1 0 619.264 550.486 584.148
"149581" 1 1 681.344 670.402 652.342
"149582" 1 1 775.36 748.078 669.286
"149583" 1 1 665.456 596.364 571.966
"149584" 1 1 650.264 634.594 669.898
"149585" 1 1 620.898 581.814 584.5
"149586" 0 1 581.718 550.766 575.606
"149587" 0 0 656.496 611.654 631.054
"149588" 1 NA 654.626 600.092 559.458
"149589" 1 1 716.94 643.266 605.392
"149590" 0 1 707.518 665.648 707.714
"149591" 1 0 550.014 468.33 486.47
"149592" 1 0 595.114 594.124 594.908
"149593" 1 1 568.554 523.444 575.366
"149594" 0 1 598.232 524.934 515.526
"149595" 0 1 536.85 599.348 578.622
"149596" 1 1 599.09 593.1 597.69
"149597" 1 1 580.16 569.508 554.394
"149598" 1 0 567.31 520.834 500.056
"149599" 1 1 556.792 498.266 520.336
"149600" 1 1 605.786 557.756 468.95
"149601" 1 1 677.84 682.244 656.154
"149602" 1 1 523.298 455.37 484.088
"149603" 0 1 499.538 520.736 530.562
"149604" 1 0 540.278 555.148 571.79
"149605" 1 1 657.352 640.842 641.062
"149606" 1 1 613.344 611.842 569.4
"149607" 0 1 593.168 599.72 569.41
"149608" 1 1 678.308 620.702 604.19
"149609" 1 0 650.498 624.522 618.424
"149610" 0 0 597.14 594.5 643.366
"149611" 1 1 631.96 599.906 555.208
"149612" 1 NA 593.246 574.448 505.344
"149613" NA 1 599.01 607.924 653.136
"149614" 1 NA 646.682 539.296 496.764
"149615" 1 1 593.946 593.568 593.874
"149616" 1 0 558.816 561.21 560.43
"149617" NA NA 564.892 507.776 494.68
"149618" 1 1 588.264 569.414 526.51
"149619" 1 1 575.876 604.384 521.7
"149620" 0 0 624.638 585.734 516.886
"149621" 1 1 682.356 665.834 619.182
"149622" 1 1 559.128 551.232 560.988
"149623" 0 0 639.36 638.508 617.788
"149624" 1 1 600.414 623.684 550.72
"149625" 1 NA 643.176 592.54 591.844
"149626" 0 1 583.898 614.454 577.906
"149627" 1 1 565.128 550.296 511.436
"149628" 1 1 651.826 673.482 621.506
"149629" 1 1 647.226 659.212 576.452
"149630" 1 1 628.766 616.878 585.272
"149631" 1 0 669.038 648.396 560.822
"149632" 1 1 681.11 630.026 574.612
"149633" 1 0 706.66 660.892 605.552
"149634" 1 1 718.344 709.474 627.04
"149635" 0 0 622.926 640.098 608.094
"149636" 1 1 568.632 536.496 605.872
"149637" 1 1 640.37 615.478 590
"149638" NA 1 576.264 608.206 630.974
"149639" 1 1 602.048 579.02 558.494
"149640" 0 1 583.276 617.622 591.73
"149641" 1 0 602.28 597.484 564.508
"149642" 0 0 564.034 546.29 463.658
"149643" 1 1 412.456 444.184 396.07
"149644" 0 0 508.576 514.026 467.506
"149645" 0 0 468.774 504.048 492.272
"149646" 0 1 457.088 467.4 474.636
"149647" 0 0 543.394 570.72 519.134
"149648" 0 0 488.01 488.1 504.666
"149649" 1 1 452.416 488.754 563.846
"149650" 1 1 527.738 567.55 470.39
"149651" NA NA 551.806 565.778 539.256
"149652" 0 1 497.906 538.644 468.306
"149653" 1 0 473.6 492.112 504.426
"149654" 0 0 438.55 466.56 472.252
"149655" 1 1 456.776 464.976 428.004
"149656" 1 1 586.002 613.8 528.672
"149657" 0 1 475.626 558.878 513.96
"149658" 1 0 588.652 609.976 508.63
"149659" 1 0 446.028 490.432 376.996
"149660" 1 1 528.674 542.836 467.346
"149661" NA NA 457.554 463.016 435.314
"149662" 0 1 494.008 537.616 499.262
"149663" NA NA 522.13 481.016 410.106
"149664" NA NA 509.744 524.75 510.858
"149665" NA NA 582.886 603.634 556.38
"149666" NA 0 594.958 505.82 435.678
"149667" NA NA 638.972 612.402 528.992
"149668" 1 1 562.868 593.94 534.93
"149669" 1 1 701.908 701.268 600.422
"149670" 0 0 596.828 578.462 533.002
"149671" 0 0 634.764 641.124 561.302
"149672" 1 1 641.074 642.148 628.274
"149673" 1 1 650.652 646.158 559.776
"149674" NA NA 615.68 653.244 569.878
"149675" NA NA 638.346 677.3 585.994
"149676" 1 1 642.632 642.894 515.282
"149677" 1 1 677.838 677.024 677.764
"149678" 0 1 639.906 673.666 632.09
"149679" 0 0 550.56 528.29 484.726
"149680" 1 1 620.824 604.754 520.816
"149681" 1 1 610.774 624.898 528.752
"149682" 1 NA 538.256 527.08 466.294
"149683" NA 1 522.986 533.142 455.882
"149684" NA NA 628.768 619.768 560.18
"149685" 1 0 615.136 595.152 518.254
"149686" NA NA 380.13 435.23 404.814
"149687" 1 NA 519.558 554.588 493.64
"149688" NA NA 460.516 486.89 466.852
"149689" 1 NA 533.268 591.606 578.782
"149690" NA NA 405.446 449.962 338.516
"149691" NA NA 487.468 517.478 420.768
"149692" NA NA 441.588 513.186 386.858
"149693" 1 1 422.19 470.756 406.87
"149694" NA NA 479.834 474.766 387.656
"149695" 0 0 408.638 446.698 439.602
"149696" NA 0 408.252 437.374 440.792
"149697" NA 0 451.012 522.88 537.154
"149698" NA NA 434.578 417.98 399.246
"149699" 0 0 491.986 544.332 508.79
"149700" 1 1 520.884 580.326 527.782
"149701" NA NA 455.376 526.708 522.618
"149702" 0 1 475.86 576.222 507.512
"149703" 1 0 482.17 517.662 516.896
"149704" 0 0 418.53 452.202 430.072
"149705" 0 0 450.7 506.378 421.81
"149706" 0 0 338.612 357.088 382.964
"149707" NA NA 410.82 410.61 389.476
"149708" 1 0 446.026 467.586 408.182
"149709" NA NA 338.69 355.594 331.862
"149710" 0 1 425.542 398.024 394.48
"149711" 1 1 483.726 444.928 417.402
"149712" NA NA 453.426 450.708 391.146
"149713" 1 NA 484.974 425.436 460.05
"149714" NA NA 434.268 474.578 355.832
"149715" NA NA 327.862 356.342 359.528
"149716" 1 1 502.736 520.738 454.84
"149717" 0 0 312.05 367.158 304.286
"149718" NA NA 471.73 472.344 433.754
"149719" NA 1 458.958 428.236 475.668
"149720" NA NA 485.908 468.612 479.878
"149721" NA 0 466.202 446.792 467.884
"149722" NA NA 441.354 426.464 412.592
"149723" 1 NA 425.852 430.098 443.216
"149724" NA NA 470.642 520.644 480.494
"149725" 0 0 464.956 465.72 428.32
"149726" 1 0 348.27 347.388 322.824
"149727" 1 0 462.23 517.474 494.574
"149728" 1 0 372.65 365.668 382.96
"149729" NA 0 380.91 393.36 340.68
"149730" 1 1 386.672 425.346 392.308
"149731" NA NA 441.744 449.496 467.726
"149732" 1 0 345.854 420.496 444.336
"149733" NA 0 423.518 412.85 344.528
"149734" 1 0 506.238 553.19 536.36
"149735" NA NA 515.82 503.862 544.224
"149736" 0 0 587.402 599.908 542.22
"149737" 1 1 491.36 511.228 496.766
"149738" 0 0 397.812 425.156 438.728
"149739" 0 0 430.604 425.436 404.414
"149740" 0 1 435.354 440.636 413.554
"149741" 1 0 486.22 466.56 451.552
"149742" 1 0 463.32 527.45 530.8
"149743" 0 0 532.956 531.65 539.496
"149744" NA 0 461.296 491.926 507.84
"149745" 0 0 437.148 436.07 399.842
"149746" 1 0 451.87 466.836 482.58
"149747" 0 0 464.72 530.716 526.026
"149748" 1 NA 355.672 394.108 450.246
"149749" 1 1 456.23 450.616 460.534
"149750" NA NA 302.002 374.712 340.458
"149751" NA NA 234.858 333.774 316.472
"149752" NA NA 398.824 363.71 349.436
"149753" 0 0 488.17 481.48 472.89
"149754" 0 0 439.172 355.408 370.744
"149755" 0 0 367.902 384.876 328.974
"149756" 1 1 281.828 307.852 309.954
"149757" 0 0 340.092 319.416 324.812
"149758" 0 NA 388.232 366.318 346.132
"149759" 1 1 389.242 419.844 477.654
"149760" NA NA 473.602 487.818 492.678
"149761" 0 0 480.224 492.018 465.422
"149762" NA NA 435.12 451.642 447.224
"149763" 1 0 401.082 371.074 423.714
"149764" 0 0 490.97 507.776 507.83
"149765" NA 1 371.872 339.554 297.952
"149766" 0 0 382.074 415.462 380.604
"149767" 1 1 355.514 402.686 358.098
"149768" NA NA 348.504 342.728 336.014
"149769" 0 0 373.664 377.88 347.174
"149770" 1 1 326.54 366.414 403.06
"149771" NA NA 335.964 337.784 346.818
"149772" 1 0 311.116 298.154 343.4
"149773" NA 1 377.094 431.314 396.864
"149774" NA NA 404.122 424.69 438.25
"149775" NA NA 465.656 488.01 456.844
"149776" 1 1 558.818 566.336 507.03
"149777" 1 NA 390.954 411.73 354.47
"149778" NA NA 395.24 388.14 384.628
"149779" NA NA 493.388 522.696 521.536
"149780" NA NA 527.972 514.678 467.264
"149781" NA 0 458.492 467.026 399.526
"149782" 0 1 441.356 451.084 419.566
"149783" 0 0 419.386 461.898 367.214
"149784" 1 1 452.88 458.076 380.602
"149785" 0 0 466.2 434.39 420.446
"149786" NA NA 434.966 463.95 433.674
"149787" 0 1 466.98 485.118 444.736
"149788" NA NA 395.242 412.85 360.002
"149789" 0 0 478.198 515.234 452.916
"149790" NA 1 484.04 502.836 447.222
"149791" 1 0 451.402 450.708 473.364
"149792" 0 1 484.82 502.37 512.372
"149793" 1 0 486.22 499.942 453.798
"149794" NA 0 367.822 400.82 412.91
"149795" 0 1 395.944 412.57 397.84
"149796" 1 0 398.278 434.39 366.336
"149797" 0 0 480.3 516.914 500.692
"149798" NA 0 471.344 446.418 358.798
"149799" 0 0 482.48 464.602 474.636
"149800" 1 1 521.192 507.404 447.224
"149801" 1 NA 528.906 544.332 489.552
"149802" 0 0 591.222 605.22 507.75
"149803" 1 1 424.532 390.658 411.798
"149804" NA 0 531.4 549.742 535.644
"149805" 1 0 510.21 495.374 426.942
"149806" 1 1 436.914 441.106 453.184
"149807" 1 0 429.982 427.022 387.496
"149808" 1 1 408.872 421.894 405.442
"149809" 1 0 513.872 544.704 536.04
"149810" 0 0 387.452 392.988 328.256
"149811" 1 0 457.322 429.074 434.278
"149812" 0 0 511.614 463.204 392.87
"149813" NA NA 453.894 424.6 362.226
"149814" 0 1 461.606 466.468 435.598
"149815" 1 1 547.134 527.734 510.718
"149816" 1 1 496.19 448.002 447.546
"149817" NA NA 444.08 422.454 489.412
"149818" 0 0 474.924 515.61 536.6
"149819" 1 1 554.922 609.604 537.33
"149820" 0 0 472.668 467.772 481.466
"149821" 0 0 437.304 443.808 429.354
"149822" NA NA 511.38 516.544 494.892
"149823" 1 1 546.512 531.556 495.05
"149824" NA NA 479.212 471.226 402.248
"149825" NA NA 437.46 435.414 399.606
"149826" 0 0 492.762 525.216 495.528
"149827" 0 0 509.198 486.794 453.956
"149828" 1 1 570.658 610.538 537.572
"149829" 1 1 408.562 465.348 478.05
"149830" NA 0 432.786 511.322 512.288
"149831" 1 0 473.37 519.154 500.292
"149832" 0 0 523.298 543.772 547.322
"149833" NA NA 484.196 482.602 439.206
"149834" 0 0 582.496 596.27 540.618
"149835" 0 0 466.436 514.864 459.97
"149836" 1 0 508.264 528.012 455.48
"149837" 0 NA 406.302 481.854 489.092
"149838" 1 1 565.906 569.136 501.176
"149839" 1 1 389.71 458.264 443.494
"149840" NA NA 407.082 503.3 443.296
"149841" 1 1 434.342 471.222 495.45
"149842" NA NA 521.194 508.336 466.224
"149843" NA 1 472.98 533.048 564.084
"149844" 1 1 448.908 502.742 500.056
"149845" 1 1 414.092 473.834 473.998
"149846" NA 1 493.154 524.746 421.65
"149847" 1 1 399.136 461.246 473.126
"149848" 0 0 475.938 502.368 484.408
"149849" 1 0 549.314 609.418 610.478
"149850" 1 1 408.406 442.036 446.116
"149851" NA 0 495.412 529.41 547.43
"149852" 0 1 494.09 553.842 459.488
"149853" NA 0 397.736 424.134 474.954
"149854" 0 0 490.66 549.74 512.8
"149855" 0 0 446.806 489.5 484.098
"149856" NA NA 353.724 395.318 349.836
"149857" NA NA 446.494 527.638 490.914
"149858" 0 0 454.128 458.544 438.966
"149859" 0 0 392.75 471.408 437.3
"149860" 0 0 475.782 484.746 470.712
"149861" 0 0 409.65 421.708 444.448
"149862" NA NA 397.422 482.412 478.568
"149863" 1 1 498.916 532.3 456.442
"149864" 0 0 526.102 513.744 455.72
"149865" 0 1 411.83 431.872 371.918
"149866" 1 1 511.302 464.976 474.792
"149867" 1 0 535.838 503.488 474.802
"149868" 0 0 450.78 479.802 463.352
"149869" 1 0 480.77 500.318 485.28
"149870" 0 1 460.592 469.174 410.686
"149871" 1 0 484.04 479.522 432.612
"149872" 1 1 562.558 543.584 526.35
"149873" 1 1 576.11 539.856 477.848
"149874" 0 0 622.068 621.634 616.754
"149875" 1 0 571.202 577.248 563.61
"149876" 0 0 580.782 586.85 568.296
"149877" 1 1 560.53 571.374 524.024
"149878" 0 0 433.956 413.41 408.78
"149879" 0 0 495.1 506.004 427.264
"149880" 1 NA 486.064 503.488 461.368
"149881" 0 NA 428.734 350.002 306.93
"149882" 0 0 473.292 487.916 491.872
"149883" NA 0 515.742 535.1 537.074
"149884" 0 0 562.246 585.172 497.166
"149885" 1 1 405.134 423.016 411.796
"149886" NA 1 540.28 555.52 526.75
"149887" 1 0 560.688 599.81 532.2
"149888" 1 1 364.316 374.526 382.126
"149889" 1 NA 367.2 419.192 434.36
"149890" 0 0 459.504 432.336 424.374
"149891" 1 1 377.636 472.902 530.4
"149892" 1 1 477.262 543.582 505.506
"149893" 1 0 467.372 461.336 432.55
"149894" 1 0 469.864 543.4 464.54
"149895" 1 NA 382.932 426.742 430.068
"149896" 1 1 537.552 546.662 537.17
"149897" 0 0 453.816 403.992 436.346
"149898" 1 NA 452.804 471.224 491.476
"149899" NA NA 596.518 623.594 579.982
"149900" 0 0 407.004 417.516 435.31
"149901" NA NA 528.128 560.462 560.508
"149902" 1 0 523.296 556.268 532.23
"149903" 1 NA 478.588 501.25 511.496
"149904" NA NA 406.612 458.262 407.3
"149905" NA NA 429.282 415.834 370.42
"149906" 0 0 449.454 509.27 485.862
"149907" NA NA 494.088 483.53 437.524
"149908" 1 0 553.83 613.8 605.95
"149909" 1 0 521.274 596.922 550.078
"149910" NA 1 471.968 497.054 515.864
"149911" NA 0 455.998 476.63 453.798
"149912" 1 0 439.406 467.866 428.544
"149913" 1 0 479.056 549.368 529.052
"149914" 1 0 483.496 522.978 477.574
"149915" 1 0 375.926 394.012 315.748
"149916" 1 0 440.808 420.124 340.682
"149917" NA NA 450.234 464.788 476.226
"149918" 1 0 454.674 474.022 420.456
"149919" 1 0 469.082 537.806 466.692
"149920" 0 0 487.234 515.422 459.806
"149921" NA NA 491.05 581.35 582.436
"149922" 1 0 617.86 626.016 588.474
"149923" 1 NA 562.09 604.384 571.392
"149924" 1 1 509.124 544.796 501.248
"149925" 1 NA 519.638 525.588 426.222
"149926" 1 1 508.968 545.636 539.382
"149927" 0 0 448.986 488.942 512.45
"149928" 0 0 369.302 357.648 345.704
"149929" 0 NA 439.328 450.242 396.782
"149930" 1 0 511.226 562.42 525.952
"149931" NA 0 430.606 447.166 430.942
"149932" 0 1 506.24 551.976 512.076
"149933" 1 NA 517.688 554.866 415.236
"149934" 1 1 498.37 521.39 419.084
"149935" 0 0 400.848 388.792 304.044
"149936" NA NA 454.594 459.566 398.238
"149937" 1 1 366.966 366.318 353.728
"149938" 1 1 399.368 453.32 428.958
"149939" 1 0 442.912 491.274 461.174
"149940" NA NA 429.436 485.582 442.542
"149941" NA 1 372.652 413.222 428.876
"149942" 1 0 406.38 452.948 430.862
"149943" NA NA 454.596 466.84 404.334
"149944" NA 1 519.092 541.534 556.856
"149945" NA NA 514.262 532.394 459.088
"149946" 0 0 613.03 622.568 517.138
"149947" 1 NA 492.064 507.496 435.2
"149948" 1 NA 438.936 457.238 416.086
"149949" NA 1 529.062 590.304 545.736
"149950" NA NA 477.806 536.498 523.492
"149951" 0 0 590.128 576.5 534.684
"149952" NA NA 503.9 489.034 470.312
"149953" 0 1 541.992 576.968 552.324
"149954" 0 1 663.894 717.308 621.746
"149955" NA NA 511.146 536.124 546.07
"149956" 1 1 494.086 512.906 497.91
"149957" NA NA 415.026 432.432 461.132
"149958" NA NA 516.676 532.396 539.858
"149959" NA NA 519.714 544.052 494.042
"149960" NA NA 476.174 485.772 424.616
"149961" NA NA 467.526 486.518 499.42
"149962" 0 1 479.132 448.75 444.818
"149963" NA NA 422.036 388.42 397.76
"149964" 0 0 470.094 480.64 431.022
"149965" 0 1 525.324 521.952 513.118
"149966" NA NA 463.318 470.386 440
"149967" 0 0 445.716 387.86 409.732
"149968" 0 0 453.504 437.096 422.206
"149969" NA NA 500.24 475.046 487.424
"149970" 1 1 519.638 519.248 509.916
"149971" NA NA 432.71 436.534 432.692
"149972" 1 NA 519.404 472.154 483.848
"149973" NA NA 423.828 415.276 385.426
"149974" 0 0 507.252 522.232 435.12
"149975" 0 0 580.628 590.394 572.106
"149976" 0 1 539.968 467.494 458.77
"149977" 0 0 442.988 441.944 422.046
"149978" 1 0 528.438 499.012 498.786
"149979" 1 1 457.788 461.896 444.052
"149980" NA 0 472.668 503.58 424.374
"149981" 0 0 530.62 528.292 490.434
"149982" 0 1 650.188 636.18 575.092
"149983" NA 0 400.85 407.626 434.122
"149984" 1 0 498.604 538.922 501.404
"149985" NA NA 580.316 605.594 510.394
"149986" 1 1 422.114 465.162 440.714
"149987" 1 0 413.156 504.79 499.104
"149988" 1 1 554.688 569.322 503.1
"149989" 1 1 449.922 489.034 467.09
"149990" 1 1 517.844 528.292 499.66
"149991" 0 1 502.422 521.764 533.422
"149992" NA 0 556.012 530.718 465.662
"149993" 0 1 485.364 500.876 429.028
"149994" 1 0 558.66 543.12 532.784
"149995" 1 0 596.594 593.938 539.414
"149996" 1 1 499.93 515.612 553.12
"149997" 1 1 507.33 489.5 515.608
"149998" 1 1 531.712 562.326 462.054
"149999" 1 1 540.902 525.216 472.158
"150000" NA 1 511.536 502.834 511.334
"150001" 1 0 417.598 458.912 482.342
"150002" 1 NA 505.536 522.046 488.934
"150003" 0 0 551.886 489.872 499.652
"150004" NA NA 640.296 624.15 589.762
"150005" 1 1 403.03 409.958 431.182
"150006" NA 0 572.138 545.17 526.108
"150007" 0 0 414.716 423.668 456.922
"150008" 0 1 532.878 537.898 497.81
"150009" 0 0 405.446 364.828 423.396
"150010" 1 1 530.232 534.818 467.024
"150011" 0 0 336.354 312.98 373.11
"150012" 1 0 536.304 501.436 450.748
"150013" 0 1 479.054 494.164 473.206
"150014" 0 0 390.412 338.998 340.2
"150015" 0 0 376.858 356.062 425.618
"150016" NA NA 478.978 422.27 390.786
"150017" 0 0 567.7 508.524 513.602
"150018" 0 0 445.636 454.254 482.024
"150019" 0 0 501.176 478.032 447.384
"150020" 0 0 561.854 566.708 561.86
"150021" 0 0 573.928 622.47 592.486
"150022" 1 1 648.01 694.274 652.344
"150023" NA 1 487.156 483.252 502.518
"150024" 1 0 483.728 520.088 564.482
"150025" 0 0 557.728 559.438 543.904
"150026" 1 0 559.598 566.432 550.236
"150027" 1 0 547.368 506.098 547.64
"150028" 0 0 481.234 513.278 486.312
"150029" 1 1 517.534 519.712 542.864
"150030" 0 0 442.208 451.546 466.452
"150031" 1 1 469.242 500.876 512.798
"150032" 1 1 646.526 630.678 601.466
"150033" NA NA 483.65 497.706 534.136
"150034" NA NA 516.132 530.248 530.006
"150035" 1 1 593.092 591.326 609.922
"150036" 1 1 581.096 596.364 630.18
"150037" 1 1 461.138 497.612 545.256
"150038" NA 0 628.22 619.212 606.276
"150039" NA NA 563.178 592.822 594.328
"150040" NA NA 525.244 565.686 531.48
"150041" 1 0 516.598 580.698 580.132
"150042" 0 0 548.146 580.324 568.194
"150043" 0 0 476.874 519.434 498.688
"150044" 1 NA 535.524 566.524 504.38
"150045" 0 0 462.228 495.748 438.644
